1, 2, 2, 0.61
1, 3, 3, 0.79
1, 4, 4, 0.6
1, 5, 5, 0.74
1, 6, 6, 0.9
1, 7, 1, 0.67
1, 8, 8, 0.51
1, 9, 9, 0.74
1, 10, 1, 0.75
1, 11, 1, 0.85
1, 12, 12, 0.73
1, 13, 1, 0.72
1, 14, 1, 0.73
1, 15, 15, 0.78
1, 16, 16, 0.59
1, 17, 17, 0.72
1, 18, 18, 0.91
1, 19, 19, 0.51
1, 20, 20, 0.74
1, 21, =
1, 22, 22, 0.82
1, 23, =
1, 24, 24, 0.87
1, 25, 1, 0.65
1, 26, 26, 0.66
1, 27, 1, 0.61
1, 28, 28, 0.7
1, 29, 29, 0.52
1, 30, 30, 0.75
1, 31, 31, 0.83
1, 32, 1, 0.55
1, 33, 33, 0.76
1, 34, 34, 0.81
1, 35, 1, 0.63
1, 36, 36, 0.71
1, 37, 37, 0.54
1, 38, 38, 0.81
1, 39, 1, 0.7
1, 40, 40, 0.62
1, 41, 1, 0.51
1, 42, 42, 0.84
1, 43, 43, 0.53
1, 44, 44, 0.62
1, 45, 45, 0.79
1, 46, 46, 0.52
1, 47, 47, 0.76
1, 48, 48, 0.51
1, 49, 49, 0.84
1, 50, 1, 0.73
1, 51, 51, 0.54
1, 52, 1, 0.57
1, 53, 53, 0.69
1, 54, 1, 0.66
1, 55, 55, 0.64
1, 56, 1, 0.51
1, 57, 57, 0.79
1, 58, 58, 0.77
1, 59, 59, 0.92
1, 60, 1, 0.76
1, 61, 1, 0.51
1, 62, 62, 0.73
1, 63, 1, 0.78
1, 64, 1, 0.59
1, 65, 65, 0.51
1, 66, 66, 0.51
1, 67, 67, 0.72
1, 68, 68, 0.85
1, 69, 69, 0.54
1, 70, 70, 0.68
1, 71, 71, 0.83
1, 72, 1, 0.6
1, 73, 73, 0.73
1, 74, 1, 0.57
1, 75, 1, 0.56
1, 76, 76, 0.72
1, 77, 77, 0.75
1, 78, 78, 0.85
1, 79, 1, 0.52
1, 80, 80, 0.61
1, 81, 1, 0.57
1, 82, 82, 0.64
1, 83, 83, 0.71
1, 84, 84, 0.68
1, 85, 85, 0.85
1, 86, 1, 0.6
1, 87, 87, 0.69
1, 88, 88, 0.58
1, 89, 89, 0.85
1, 90, 1, 0.62
1, 91, 91, 0.61
1, 92, 92, 0.56
1, 93, 93, 0.69
1, 94, 94, 0.78
1, 95, 1, 0.58
1, 96, =
1, 97, 97, 0.64
1, 98, 1, 0.63
1, 99, 99, 0.55
1, 100, 1, 0.81
1, 101, 1, 0.65
1, 102, 1, 0.66
1, 103, 103, 0.69
1, 104, =
1, 105, 105, 0.63
1, 106, 106, 0.71
1, 107, 107, 0.82
1, 108, 108, 0.73
1, 109, =
1, 110, 110, 0.63
1, 111, 1, 0.55
1, 112, 112, 0.64
1, 113, 1, 0.56
1, 114, 1, 0.57
1, 115, 115, 0.82
1, 116, 1, 0.63
1, 117, 117, 0.56
1, 118, 1, 0.57
1, 119, 119, 0.61
1, 120, 1, 0.7
1, 121, 1, 0.62
1, 122, 1, 0.53
1, 123, 123, 0.84
1, 124, 124, 0.55
1, 125, 125, 0.53
1, 126, 126, 0.76
1, 127, 127, 0.84
1, 128, 128, 0.79
1, 129, 1, 0.87
1, 130, 130, 0.85
1, 131, 131, 0.76
1, 132, 1, 0.99
1, 133, 1, 0.54
1, 134, 134, 0.7
1, 135, 135, 0.63
1, 136, 136, 0.85
1, 137, 137, 0.63
1, 138, 1, 0.61
1, 139, 139, 0.61
1, 140, 1, 0.57
1, 141, 141, 0.57
1, 142, 142, 0.8
1, 143, 143, 0.8
1, 144, 144, 0.89
1, 145, 145, 0.83
1, 146, 146, 0.88
1, 147, 147, 0.59
1, 148, 148, 0.74
1, 149, 149, 0.92
1, 150, 150, 0.83
1, 151, 151, 0.84
2, 3, 3, 0.78
2, 4, 4, 0.51
2, 5, 5, 0.74
2, 6, 6, 0.82
2, 7, 2, 0.77
2, 8, 2, 0.58
2, 9, 9, 0.56
2, 10, 2, 0.8
2, 11, 2, 0.79
2, 12, 12, 0.66
2, 13, 2, 0.88
2, 14, 2, 0.78
2, 15, 15, 0.63
2, 16, 2, 0.61
2, 17, 17, 0.62
2, 18, 18, 0.72
2, 19, 2, 0.65
2, 20, 20, 0.55
2, 21, 2, 0.61
2, 22, 22, 0.76
2, 23, 2, 0.6
2, 24, 24, 0.71
2, 25, 2, 0.82
2, 26, 2, 0.53
2, 27, 2, 0.65
2, 28, 28, 0.55
2, 29, 2, 0.61
2, 30, 30, 0.6
2, 31, 31, 0.78
2, 32, 2, 0.6
2, 33, 33, 0.57
2, 34, 34, 0.79
2, 35, 2, 0.76
2, 36, 36, 0.58
2, 37, 2, 0.53
2, 38, 38, 0.69
2, 39, 2, 0.72
2, 40, 40, 0.52
2, 41, 2, 0.62
2, 42, 42, 0.7
2, 43, 2, 0.63
2, 44, 2, 0.53
2, 45, 45, 0.62
2, 46, 2, 0.64
2, 47, 47, 0.66
2, 48, 2, 0.64
2, 49, 49, 0.64
2, 50, 2, 0.83
2, 51, 51, 0.53
2, 52, 2, 0.69
2, 53, 53, 0.58
2, 54, 2, 0.65
2, 55, 55, 0.54
2, 56, 2, 0.57
2, 57, 57, 0.59
2, 58, 58, 0.61
2, 59, 59, 0.9
2, 60, 2, 0.88
2, 61, 2, 0.69
2, 62, 62, 0.6
2, 63, 2, 0.86
2, 64, 2, 0.7
2, 65, 2, 0.52
2, 66, 2, 0.59
2, 67, 67, 0.58
2, 68, 68, 0.76
2, 69, 2, 0.64
2, 70, 2, 0.53
2, 71, 71, 0.76
2, 72, 2, 0.71
2, 73, 73, 0.65
2, 74, 2, 0.62
2, 75, 2, 0.55
2, 76, 76, 0.53
2, 77, 77, 0.67
2, 78, 78, 0.75
